date,time,corrected_area,calculated_area
21-08-1992,02:36:00,0.015,0.018636236
24-08-1992,03:16:00,0.014,0.019719971
25-08-1992,02:13:00,0.012,0.017425725
27-08-1992,04:22:00,0.015,0.012144526
23-10-1992,03:45:00,0.018,0.020986352
24-10-1992,02:28:00,0.014,0.021779954
18-11-1992,04:56:00,0.033,0.016945696
25-11-1992,04:32:00,0.045,0.035104238
26-11-1992,02:31:00,0.039,0.030804091
28-11-1992,02:36:00,0.028,0.028822116
08-12-1992,03:36:00,0.02,0.015849585
11-12-1992,"04:07:00,02:25:00",0.027,0.019998588
21-12-1992,04:52:00,0.031,0.014815638
23-12-1992,02:38:00,0.036,0.030481683
24-12-1992,04:00:00,0.026,0.017407342
25-12-1992,02:51:00,0.023,0.022490666
30-12-1992,02:24:00,0.021,0.020075303
31-12-1992,02:18:00,0.019,0.013156909
19-01-1993,02:55:00,0.02,0.008426373
25-01-1993,04:49:00,0.016,0.035017737
27-01-1993,05:31:00,0.013,0.020626858
28-01-1993,02:14:00,0.021,0.014953751
31-01-1993,02:58:00,0.02,0.022495601
01-02-1993,02:19:00,0.017,0.015451439
02-02-1993,02:20:00,0.018,0.025982067
03-02-1993,"06:52:00,06:25:00",0.026,0.018434502
04-02-1993,02:38:00,0.023,0.013454978
05-02-1993,04:42:00,0.025,0.020750177
06-02-1993,05:28:00,0.025,0.01887792
08-02-1993,04:33:00,0.027,0.034793952
09-02-1993,02:29:00,0.025,0.02575206
10-02-1993,02:40:00,0.025,0.021103327
12-02-1993,03:19:00,0.025,0.018896914
13-02-1993,02:34:00,0.022,0.015928534
14-02-1993,02:49:00,0.024,0.024053597
15-02-1993,02:21:00,0.025,0.020185153
16-02-1993,03:04:00,0.029,0.016437838
17-02-1993,03:34:00,0.024,0.029238131
19-02-1993,02:50:00,0.028,0.035983105
23-02-1993,05:47:00,0.02,0.021401165
25-02-1993,02:33:00,0.025,0.029026667
27-02-1993,02:26:00,0.025,0.031812186
01-03-1993,03:55:00,0.024,0.018246788
03-03-1993,02:58:00,0.027,0.021733973
04-03-1993,03:13:00,0.028,0.022665168
05-03-1993,03:37:00,0.033,0.02367912
06-03-1993,02:16:00,0.031,0.025409054
07-03-1993,02:39:00,0.032,0.028075754
08-03-1993,03:40:00,0.028,0.030176195
09-03-1993,02:43:00,0.018,0.015379047
10-03-1993,02:39:00,0.021,0.019204803
11-03-1993,02:35:00,0.024,0.023255299
12-03-1993,"02:27:00,03:08:00",0.029,0.020308957
13-03-1993,03:08:00,0.029,0.024451831
17-03-1993,05:05:00,0.023,0.017460903
18-03-1993,02:55:00,0.027,0.025986346
20-03-1993,02:54:00,0.026,0.024810973
21-03-1993,04:13:00,0.025,0.019783103
22-03-1993,02:43:00,0.026,0.023583684
24-03-1993,03:10:00,0.025,0.018143857
30-03-1993,02:30:00,0.027,0.02280518
31-03-1993,02:17:00,0.027,0.030911824
02-04-1993,03:00:00,0.023,0.014138687
03-04-1993,02:34:00,0.028,0.025348184
04-04-1993,02:17:00,0.022,0.020608265
05-04-1993,"04:44:00,02:31:00",0.021,0.022349569
07-04-1993,02:16:00,0.023,0.025199112
08-04-1993,02:49:00,0.027,0.027860147
09-04-1993,03:02:00,0.024,0.017177468
10-04-1993,02:19:00,0.025,0.018634185
11-04-1993,02:25:00,0.021,0.016539945
15-04-1993,04:05:00,0.012,0.021413218
16-04-1993,"02:42:00,02:55:00",0.014,0.017435096
18-04-1993,02:40:00,0.015,0.023745945
19-04-1993,02:08:00,0.015,0.00968764
20-04-1993,02:21:00,0.014,0.020385839
21-04-1993,02:07:00,0.018,0.01398907
23-04-1993,04:39:00,0.02,0.027676917
25-04-1993,02:10:00,0.025,0.018466091
28-04-1993,01:55:00,0.025,0.02289667
29-04-1993,04:02:00,0.022,0.014706085
02-06-1993,03:00:00,0.033,0.026052195
20-06-1993,04:30:00,0.012,0.015089864
22-06-1993,05:05:00,0.019,0.019246367
25-06-1993,02:56:00,0.02,0.013010177
26-06-1993,04:39:00,0.02,0.031330384
28-06-1993,02:51:00,0.025,0.021299739
20-07-1993,02:45:00,0.018,0.008419437
22-07-1993,02:22:00,0.02,0.009535297
27-12-1993,02:14:00,0.016,0.018052565
31-12-1993,02:14:00,0.023,0.024206937
02-01-1994,03:44:00,0.016,0.017739722
04-01-1994,"02:11:00,02:53:00",0.017,0.011632524
05-01-1994,02:41:00,0.021,0.018320053
06-01-1994,02:26:00,0.021,0.015371108
09-01-1994,"04:30:00,02:32:00",0.024,0.019991491
10-01-1994,03:47:00,0.017,0.018665456
14-01-1994,02:36:00,0.011,0.011316106
15-01-1994,05:38:00,0.011,0.01561946
18-01-1994,02:25:00,0.013,0.005834441
19-01-1994,04:49:00,0.018,0.012811141
20-01-1994,02:31:00,0.012,0.013524795
21-01-1994,"06:27:00,06:15:00",0.015,0.015265802
22-01-1994,02:31:00,0.016,0.015689097
24-01-1994,02:35:00,0.021,0.018520569
25-01-1994,02:41:00,0.025,0.015531473
26-01-1994,02:27:00,0.024,0.027030944
30-01-1994,02:35:00,0.02,0.016222183
31-01-1994,02:08:00,0.024,0.005182417
01-02-1994,"02:58:00,05:14:00,02:44:00",0.022,0.019137311
02-02-1994,02:26:00,0.021,0.017411997
03-02-1994,"02:37:00,03:22:00",0.022,0.016471384
06-02-1994,04:25:00,0.013,0.017242654
07-02-1994,03:00:00,0.011,0.011251167
14-02-1994,02:20:00,0.017,0.013838058
15-02-1994,03:30:00,0.019,0.009932262
16-02-1994,02:35:00,0.016,0.007615926
19-02-1994,02:25:00,0.019,0.020467037
20-02-1994,04:09:00,0.02,0.016171521
21-02-1994,"04:33:00,02:33:00",0.024,0.017042352
22-02-1994,04:33:00,0.02,0.014940847
23-02-1994,02:51:00,0.02,0.026979038
24-02-1994,03:45:00,0.022,0.016266885
25-02-1994,02:12:00,0.018,0.011827272
26-02-1994,02:20:00,0.015,0.007353626
27-02-1994,02:32:00,0.015,0.005851876
28-02-1994,"02:51:00,05:31:00",0.016,0.014475018
02-03-1994,"02:23:00,05:12:00",0.018,0.025188035
03-03-1994,02:35:00,0.019,0.026403185
04-03-1994,02:40:00,0.018,0.023472707
05-03-1994,02:28:00,0.011,0.012600386
06-03-1994,"02:15:00,02:44:00,03:03:00",0.013,0.015245348
07-03-1994,02:25:00,0.014,0.018569004
09-03-1994,02:53:00,0.012,0.016613452
10-03-1994,03:38:00,0.01,0.013861933
15-03-1994,02:28:00,0.014,0.013516803
16-03-1994,02:28:00,0.018,0.022220618
19-03-1994,05:41:00,0.019,0.021878326
20-03-1994,02:50:00,0.018,0.01220966
22-03-1994,04:32:00,0.018,0.0142919
26-03-1994,05:44:00,0.017,0.008948397
28-03-1994,02:38:00,0.016,0.014632076
29-03-1994,02:18:00,0.014,0.005673139
31-03-1994,"03:03:00,04:33:00",0.011,0.011621204
01-04-1994,04:45:00,0.013,0.01766652
04-04-1994,03:18:00,0.011,0.006742985
05-04-1994,03:51:00,0.006,0.013643254
06-04-1994,01:57:00,0.005,0.006346372
14-04-1994,02:30:00,0.012,0.012544474
15-04-1994,02:29:00,0.01,0.005640311
17-04-1994,04:16:00,0.012,0.008523897
19-04-1994,05:27:00,0.012,0.006158938
20-04-1994,02:49:00,0.016,0.009771509
21-04-1994,03:30:00,0.01,0.006748489
22-04-1994,02:54:00,0.009,0.009117219
23-04-1994,02:51:00,0.013,0.010241255
24-04-1994,03:38:00,0.012,0.018370209
26-04-1994,02:05:00,0.019,0.00641389
27-04-1994,02:16:00,0.014,0.019080927
29-04-1994,03:10:00,0.011,0.011847896
30-04-1994,02:34:00,0.006,0.011184499
04-05-1994,02:22:00,0.009,0.011870464
06-05-1994,02:44:00,0.01,0.004015443
08-05-1994,"04:48:00,02:41:00",0.014,0.013061173
10-05-1994,04:07:00,0.007,0.00265902
13-05-1994,04:53:00,0.014,0.010344387
17-05-1994,05:33:00,0.011,0.009365026
19-05-1994,04:48:00,0.015,0.009525201
21-05-1994,04:57:00,0.014,0.017186936
23-05-1994,02:10:00,0.011,0.00698623
24-05-1994,02:31:00,0.007,0.003432418
25-05-1994,02:23:00,0.009,0.007101338
18-06-1994,02:44:00,0.012,0.014650139
19-06-1994,03:02:00,0.008,0.014505279
20-06-1994,03:25:00,0.011,0.008857882
21-06-1994,03:03:00,0.012,0.012515847
22-06-1994,04:56:00,0.009,0.015119046
23-06-1994,04:21:00,0.009,0.008921982
06-07-1994,03:01:00,0.015,0.016612046
09-07-1994,04:38:00,0.01,0.013447649
24-07-1994,04:11:00,0.009,0.013238523
04-08-1994,04:50:00,0.011,0.010159776
05-08-1994,02:51:00,0.009,0.006933042
03-09-1994,05:34:00,0.011,0.00497237
09-09-1994,02:30:00,0.011,0.012955576
14-09-1994,02:42:00,0.006,0.001980524
21-09-1994,02:50:00,0.007,0.013343996
28-09-1994,04:35:00,0.012,0.015367414
07-10-1994,02:22:00,0.01,0.006722145
31-10-1994,02:48:00,0.015,0.011670321
25-11-1994,04:37:00,0.013,0.00844728
29-11-1994,02:16:00,0.012,0.004307439
30-11-1994,04:20:00,0.01,0.01285118
03-12-1994,02:43:00,0.009,0.012840529
04-12-1994,02:32:00,0.007,0.013934881
05-12-1994,02:15:00,0.01,0.002179485
06-12-1994,02:26:00,0.011,0.010149708
09-12-1994,02:20:00,0.012,0.009310083
10-12-1994,02:36:00,0.014,0.009836232
09-01-1995,03:33:00,0.008,0.014559188
13-01-1995,"02:45:00,02:32:00",0.014,0.008034358
16-01-1995,02:59:00,0.008,0.015395417
24-01-1995,02:36:00,0.016,0.014942988
25-01-1995,03:26:00,0.012,0.019822796
21-02-1995,02:31:00,0.01,0.014530398
24-02-1995,02:27:00,0.014,0.019230659
01-03-1995,04:16:00,0.011,0.014064093
02-03-1995,02:53:00,0.007,0.007323259
04-03-1995,02:44:00,0.013,0.020939262
05-03-1995,02:48:00,0.013,0.018229113
07-03-1995,02:27:00,0.014,0.016113553
14-03-1995,04:50:00,0.007,0.001766157
15-03-1995,02:31:00,0.01,0.019309603
16-03-1995,02:33:00,0.009,0.010145265
17-03-1995,02:16:00,0.011,0.009158208
18-03-1995,02:18:00,0.01,0.008058613
19-03-1995,02:34:00,0.012,0.01365201
20-03-1995,02:55:00,0.008,0.006624466
22-03-1995,02:46:00,0.012,0.020285517
25-03-1995,02:29:00,0.019,0.020733377
12-04-1995,04:15:00,0.01,0.002556972
13-04-1995,02:20:00,0.012,0.004804255
14-04-1995,02:28:00,0.009,0.002498078
15-04-1995,04:48:00,0.012,0.002851029
16-04-1995,07:09:00,0.01,0.012377259
21-04-1995,02:55:00,0.016,0.013487309
24-04-1995,02:29:00,0.01,0.005625956
25-04-1995,02:32:00,0.006,0.006967183
26-04-1995,02:06:00,0.008,0.008057412
27-04-1995,02:14:00,0.008,0.011726791
28-04-1995,03:52:00,0.005,0.006717465
30-04-1995,02:13:00,0.005,0.005212738
25-06-1995,02:31:00,0.008,0.008189648
26-06-1995,02:53:00,0.007,0.010653144
04-07-1995,02:17:00,0.012,0.012239007
16-07-1995,02:22:00,0.009,0.001999221
19-09-1995,03:10:00,0.007,0.008371395
20-09-1995,05:06:00,0.008,0.015914031
25-09-1995,02:48:00,0.006,0.008067491
27-09-1995,02:26:00,0.01,0.010634981
28-09-1995,02:18:00,0.009,0.006416566
01-10-1995,02:12:00,0.009,0.002184392
05-10-1995,04:43:00,0.006,0.013234374
13-10-1995,02:18:00,0.01,0.013785195
14-10-1995,04:59:00,0.012,0.020784972
17-10-1995,02:33:00,0.01,0.012358963
19-10-1995,02:43:00,0.007,0.004295477
13-11-1995,02:46:00,0.008,0.001022257
15-11-1995,02:46:00,0.006,0.003096951
21-11-1995,03:57:00,0.005,0.00740584
25-11-1995,04:29:00,0.009,0.002172672
26-11-1995,02:50:00,0.006,0.000127823
27-11-1995,02:40:00,0.004,0.003361062
29-11-1995,04:22:00,0.005,0.011649345
30-11-1995,02:37:00,0.007,0.004437638
05-01-1996,02:49:00,0.008,0.005237168
07-01-1996,02:46:00,0.01,0.011784672
13-01-1996,02:16:00,0.005,0.006839878
18-01-1996,02:29:00,0.005,0.014341505
19-01-1996,03:40:00,0.004,0.010216188
24-02-1996,05:00:00,0.006,0.011252841
26-02-1996,05:17:00,0.006,0.008589167
27-02-1996,02:25:00,0.008,0.001125506
28-02-1996,03:06:00,0.007,0.002805512
29-02-1996,03:03:00,0.006,0.002235738
01-03-1996,03:18:00,0.005,0.001914175
02-03-1996,02:34:00,0.007,0.000102143
03-03-1996,02:56:00,0.006,0.009200128
04-03-1996,04:41:00,0.005,0.003719767
05-03-1996,02:41:00,0.006,0.002423522
13-03-1996,02:32:00,0.006,0.006368719
